,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35
0,9.880062239603307,9.209894262464957,6.724367445723233,8.704371004085656,13.49472743686872,11.312246679823,12.889843748935975,7.826637231642384,10.896757465064875,10.738679563634946,12.960255383449635,12.933990836071787,14.037640654323228,12.781043537096053,12.219081748418628,9.02208045020048,15.096303590608679,2.999492009084268,11.750526393997628,11.771524943781131,8.732029863188869,12.055043429849707,13.425543204213858,10.088015482687904,9.636229161624252,8.675065241133787,9.542536061990079,13.78970938421315,16.02950501108302,4.987277454662429,12.580297190911748,10.754310287986769,2.388848369147887,1.6375270957292525,6.493690880249862
1,4.965842486210153,4.528297471248071,6.872036934942383,7.089206267931197,14.095051946871578,14.545520201050662,18.395393024133845,12.87700731654522,12.967825487197224,13.159246992979154,8.45342614908084,10.51680255023888,15.292092320777142,18.35214272902585,17.86968307497581,17.334788336712702,10.765862428646797,11.5217676523205,14.820351198735334,12.96039773148511,8.790783695050125,11.517242325652777,18.543994144220644,14.649965713004033,9.502974994468774,6.071946173313822,5.1538358941638185,6.123244493875301,16.980610705638387,15.774355486798397,15.88054571260987,14.579376899931153,1.9343080478363646,1.9006642542420598,11.78037936456014
2,7.331463231370463,6.836835820721024,9.919682108910703,7.4410626409125005,12.341171754067345,10.11568967521656,14.384653232425027,9.036445494961425,8.030700731537307,7.654693227197022,10.822678511501207,8.968939422081009,10.999483902939955,9.06542834121279,9.869991284803008,8.617177284294643,9.111947803344012,9.082762594428596,8.032684278681872,8.70151659384743,12.698316261412021,9.196438260796933,12.960266073243517,9.348603827875369,9.631080097108027,5.461992596209788,7.2933110053684285,8.306667238473626,11.298546195928207,10.236771594336338,7.713332818914331,8.885388886846544,1.6789371720607584,6.560393062670415,9.296390058037
3,11.24313404541604,12.112569159215095,8.911921343665862,9.742594609068435,10.36149022834512,9.257250381266525,8.570940998224248,7.4885676019896845,6.925789723427385,7.438919630762827,12.328249811427657,8.946877370906275,12.355036465070203,11.274352414479699,8.17980274698931,7.175082158867909,13.222376100882983,7.790951416379345,9.284439142936339,7.874879572670979,12.182640857552238,12.386287169550455,10.12982633235467,9.322257574766404,11.076188111555048,11.711633456972125,11.752651366578649,12.56014694039015,12.96386952370531,13.299767297931234,9.797818732787599,10.224399694629511,5.961278871353156,4.515558513135941,3.6762982314419235
4,9.86661569869037,9.844053821375836,8.30207249867386,7.1106275779546095,10.770370836771084,4.041151552816756,13.937526910892617,9.027053772622535,10.370322972316128,8.42469294202642,13.58864192739227,11.880991949149909,12.48440828180404,10.044882624389482,12.33877862374023,8.458120905916273,17.923907214813113,7.607709360820899,11.168954626356598,9.715746015650389,12.54789300954531,9.750869958543827,13.163606847925719,5.945673207404409,11.47928546014762,10.489855798967659,12.526796637450374,16.965710467508195,15.279158744812657,14.75927108089157,11.506315440694575,11.204924420596582,5.134825339125631,3.7153004192406343,6.772019942932722
5,5.758836957117644,3.3055824614180134,3.739552396108317,7.709202298040692,11.813284955261484,16.329039961106197,15.350283016986255,11.08224793558272,11.510119249691254,10.68181247996978,10.080174537699998,12.95407588798912,14.028645216287508,13.750030933237827,13.804576864142511,11.583118241157948,12.358726934247441,11.715458122149736,12.18855685389512,12.075779760939884,10.384880336798922,13.243233441567542,15.406647815092015,13.944179709768001,2.6707330336413477,3.6985172562105983,6.126755547411087,7.3592477917162435,13.884852321101654,14.841419430101205,13.22455268872785,12.172147220068997,1.0143528066452614,2.2047468604597356,9.969580026819273
6,8.189201426203674,6.87774444597952,6.100088650323899,4.702612443274505,13.725772285250692,12.418279770253218,13.42702925014213,13.656017410749701,9.689288864321792,10.248870459790247,12.987554120083663,10.765887247489147,14.205822980812266,11.345450040346758,13.655217765753797,12.048010639898225,18.839785046169062,11.108989654023903,12.71488355957517,10.222192616158289,6.627389533231278,9.191094064264185,15.124390321991148,12.659657875791922,9.93060471236758,8.439381850973724,8.190153311376687,15.322829944409468,16.148173604804413,17.418600126123167,12.246742360173716,13.30403876676763,1.0478400348164325,3.298703811965678,3.5653437612235988
7,17.508019525875877,16.625956323935924,15.951025807944989,17.306789069847785,21.525550621541992,21.79000153663332,27.65760998106519,25.24886840251595,20.496652557733412,19.044395061782655,22.612036004302855,23.806779614716607,16.137608629225404,24.959625893013552,22.33188008468196,21.225563921582467,26.546835829702097,22.392653341229238,18.673329642843786,19.5188007499826,22.33705686259736,25.07966250894838,24.659178355057843,28.747715592293606,20.210330201651068,19.52408731473646,18.03767854979404,25.022275572260945,22.28570856790194,23.395939069320086,19.938966925140388,19.694006076676263,6.769996021036769,5.84996372578759,14.610170775322306
8,8.976941673104559,9.668717298403417,12.234355962651696,11.191671534002957,11.75244805296512,11.094671361535832,7.984045097600151,7.21364175640821,5.3230479933593715,6.355785203742393,11.306819265901783,11.863388778543731,12.0854359399969,12.075429973589495,8.36046404802961,8.429481010624077,8.540907301229124,6.670616307310813,8.549486430499817,6.231351241008636,12.738568872130902,11.03870192766734,9.765623125345432,9.535736148657216,10.680139005260632,12.045846792920324,9.615400854919221,10.718012449779698,9.436460228458738,9.635873883180283,9.689498261863115,9.691509577060362,2.1824222475382506,4.5241358367145,5.646760541603972
9,0.9997754456745344,1.2199387824778636,4.0058055275549105,1.0614320544216007,5.621115840690954,5.202058142368031,5.418315592582356,0.9801855030118928,4.327099654748141,1.2479790329647176,3.9364298974283383,0.42567775468428276,8.246027958105318,6.591144668253905,4.982180259925707,4.793206249005784,5.732230319844611,0.7927727502738298,2.677947060188272,0.9750958590210425,0.9747495357868295,0.5006290233397136,1.5163459992142623,1.3584172077110057,3.8327321491782884,0.5463735946804705,1.775452628856068,4.588383420719724,7.442366479851778,1.1980531308311324,7.786041574623207,7.0094891460021405,0.5418530733354207,1.2281308425921893,5.210972593493545
