   2.8772271053074448e+01	   3.0444582490876932e+01	   4.3184051975957964e+01	   5.1721222099890994e+01	   8.8291839122819411e+01	   1.3811256743184046e+02	   3.5347394059680329e+02	   6.8784390193509103e+02	   7.0425317255303344e+02	   4.7761014778689281e+02	   1.5637519216510906e+01	   1.9620597297838941e+01	   2.4094942172226521e+01	   2.0092587977082697e+01	   1.5906045785273338e+02	   1.6416847943291373e+02	   8.0079248860497838e+00	   0.0000000000000000e+00	   4.8295261256850189e+01	   4.8543449124126909e+02	   3.4484481234444424e+01	   4.7142483153443109e+01	   1.1693435216030218e+02	   1.6838727065398334e+02	   2.0924030781533670e+01	   2.8576661752229363e+01	   2.8231196780044289e+01	   1.3789413010115863e+01	   5.0676930674985359e+00	   4.8680961641552480e+00	   2.4558935510513848e+01	   1.6377063737107800e+01	   1.2150266936872207e+01	   1.2149912906696942e+01	   1.6509103682510275e+01	
   5.3651142734512121e+00	   5.5589817518626568e+00	   5.1994991366381811e+00	   5.3318897525338018e+00	   5.6200454250986303e+00	   5.0249791289730705e+00	   7.8999224434157176e+00	   7.9683784392643187e+00	   1.3524772706409232e+01	   9.8870431538911276e+00	   3.2382075956169980e+00	   3.3791521002855149e+00	   4.4791844199146853e+00	   3.0150951585022323e+00	   5.8569132920789091e+00	   4.5513110776109542e+00	   2.2669816109445766e+00	   0.0000000000000000e+00	   2.9299278987949893e+00	   1.0555737649730812e+01	   4.0123998748731271e+00	   3.9177778799021454e+00	   6.3869074060283131e+00	   4.6949868895080300e+00	   4.7475501223995575e+00	   4.5976098291489249e+00	   5.1447121884632505e+00	   3.8429968708649813e+00	   1.7250494631942734e+00	   1.2745022624230964e+00	   2.5017018785302185e+00	   1.6913670407887949e+00	   1.6914267238450664e+00	   1.7989106658571872e+00	   2.1155333633398666e+01	
   1.5058923436316784e+01	   1.5133343833801611e+01	   1.6545103974161435e+01	   1.6836885438436408e+01	   2.1420819303054540e+01	   2.3726132824912224e+01	   5.0564743160856501e+01	   5.7321842379899827e+01	   1.3661601545554845e+02	   1.1003909523642893e+02	   8.9502287854593305e+00	   7.8131803764355983e+00	   9.7985450217072412e+00	   9.4342103402959498e+00	   3.8526522542669646e+01	   3.3348539144628603e+01	   6.2576440327366738e+00	   0.0000000000000000e+00	   2.5327505330677976e+01	   8.9689786752573369e+01	   1.1680832978223489e+01	   1.0965278329756606e+01	   2.7478582552910375e+01	   2.9231530676980750e+01	   1.2833010673647356e+01	   1.3159337173539601e+01	   1.4841257214788792e+01	   1.0599185063582544e+01	   3.4932933054712989e+00	   3.8196116001156009e+00	   1.4706653553925856e+01	   8.3153881500999560e+00	   2.3683970169851141e+00	   3.6796376048797907e+00	   4.3618813258753281e-01	
   4.6845900785312246e+01	   4.8840638805902429e+01	   4.7564749493786273e+01	   5.4096611463391525e+01	   5.1414555740760690e+01	   6.6884301247351601e+01	   1.0164409438430680e+02	   1.4696657963382759e+02	   1.6297671917688450e+02	   1.6245966444140612e+02	   2.1595320532516293e+01	   2.6415720487943634e+01	   9.5366827931881915e+00	   1.5965211748528397e+01	   5.1678036147996622e+01	   6.6190389105324627e+01	   1.6939766907679516e+01	   0.0000000000000000e+00	   3.5958444639119485e+01	   1.3163415344409356e+02	   2.7160047530432163e+01	   3.7188798050104850e+01	   4.1321174799012162e+01	   6.0357855502466307e+01	   3.6075850470522482e+01	   3.7859720670957472e+01	   4.6260274863886110e+01	   3.1226860748529035e+01	   9.1635180825983191e+00	   9.9234186366499042e+00	   1.5458588885258846e+01	   1.3166581336820187e+01	   4.8878201036562672e+00	   6.5295195595622237e+00	   4.0690270859700686e+00	
   0.0000000000000000e+00	   1.1345335861226369e+01	   1.5095392413440948e+01	   1.2588037664613069e+01	   1.6640971993432863e+01	   1.9868913705658329e+01	   3.3061627241229090e+01	   6.8063662132882172e+01	   5.4880448197470486e+01	   6.4149126812964980e+01	   4.8808321142807287e+00	   5.2242872225608945e+00	   3.6499525756017519e+00	   4.6498711859735113e+00	   1.8017937202420185e+01	   3.0363490522535720e+01	   3.5323303027537722e+00	   0.0000000000000000e+00	   1.2033937452519499e+01	   5.0695082560156052e+01	   7.6249001624403006e+00	   8.4419937128816382e+00	   1.3815275277733889e+01	   2.0915927738567945e+01	   8.1696356435930699e+00	   7.4820340660725151e+00	   1.0679945536990383e+01	   5.9582496682512307e+00	   1.7894632965020021e+00	   1.6504018209778177e+00	   3.7116397338263520e+00	   4.5087758989118036e+00	   2.4464213694832475e+00	   2.2376880915054294e+00	   4.6118065628313536e+00	
   4.9210408382139148e+00	   4.9599516783370818e+00	   5.6512092786513373e+00	   4.8166771210524209e+00	   6.3065351751098060e+00	   6.0095388414279167e+00	   9.5804327272085779e+00	   1.5665512920042945e+01	   1.7074063411363987e+01	   1.3327522306683427e+01	   2.9525839562672314e+00	   2.6069998387475439e+00	   3.2305497339250309e+00	   2.7572320632167999e+00	   6.0059951507483111e+00	   6.4757864266250351e+00	   2.0375377285616549e+00	   0.0000000000000000e+00	   3.3605505918223493e+00	   1.2938425481981954e+01	   4.3446286794074149e+00	   3.6959137274675138e+00	   5.3519051586896680e+00	   6.4914112363452174e+00	   4.0531056002488439e+00	   3.7288199324710409e+00	   4.8209464863478724e+00	   3.0922613355805750e+00	   1.5136601188532801e+00	   1.0361336587363008e+00	   2.1184702975231717e+00	   1.6136023889576903e+00	   9.3768018459100710e-01	   7.9478436594589263e-01	   2.1522240970873519e+00	
   1.6324025756808012e+01	   1.5600106093973949e+01	   1.8856517062263595e+01	   1.8260006522349229e+01	   3.0166999038362455e+01	   2.8345684023397123e+01	   7.8232590233423778e+01	   8.7950145295205189e+01	   1.6664345844023077e+02	   1.8905320033082620e+02	   9.4827406884554133e+00	   9.7283902693107311e+00	   8.9505933510546427e+00	   7.2823671126862122e+00	   5.3072074655021176e+01	   6.1272312079557523e+01	   7.5459257371228023e+00	   0.0000000000000000e+00	   6.3995068503549895e+01	   1.6204686431504123e+02	   1.4893494781374040e+01	   1.2653552575527819e+01	   3.4414974115677573e+01	   3.1214076455294880e+01	   1.2914119795151688e+01	   1.2697048707789127e+01	   1.5725686782897776e+01	   1.0329203295917379e+01	   5.8645583049345040e+00	   5.8662074427406514e+00	   1.6788765800020030e+01	   1.5509194238509659e+01	   4.6019766357933687e+00	   6.0945312690712559e+00	   1.0327932179776875e+01	
   1.2777498688916786e+01	   1.1824037154572201e+01	   1.2710278653616042e+01	   1.1793015984485164e+01	   1.5565167381873367e+01	   1.6334016979056560e+01	   5.0164716339941627e+01	   7.2466428840155530e+01	   8.1444978062339459e+01	   6.1532847548995690e+01	   6.5518761717770122e+00	   6.6989881936288782e+00	   6.6114810399973267e+00	   6.3522602948740747e+00	   3.4109269688808176e+01	   3.7994120772498839e+01	   5.3409981345904436e+00	   0.0000000000000000e+00	   1.7420833313557054e+01	   5.9029668730958960e+01	   8.9222541360819765e+00	   8.1167719856699136e+00	   1.8990443956176826e+01	   2.1304088212771706e+01	   9.9113238475336889e+00	   9.4578179807676293e+00	   1.1936492629770660e+01	   8.2672567026540946e+00	   2.8284648945317516e+00	   2.3233035414351164e+00	   8.5081834136928691e+00	   8.9364288798516629e+00	   3.2491730351843827e+01	   1.7580945437938393e+00	   1.1333548201449435e+01	
   1.5720762283400230e+01	   1.4006522377886142e+01	   1.8976026627029594e+01	   1.2813305575579115e+01	   2.6163195749101355e+01	   2.2741276989441580e+01	   5.5066941338548389e+01	   8.4682740309598017e+01	   9.5090197583818863e+01	   9.2533671810901822e+01	   8.6547529993326417e+00	   6.2619062295404282e+00	   6.7041539211017493e+00	   5.1201816198711168e+00	   1.8644182106881203e+01	   2.3348937897847684e+01	   5.9139873025515017e+00	   0.0000000000000000e+00	   1.2367444509531859e+01	   8.2522879181593069e+01	   1.3362441674636891e+01	   8.6898883776097939e+00	   1.9715425133166068e+01	   2.0987228905310850e+01	   1.1531456757072927e+01	   9.1280365213016115e+00	   1.3922729023444822e+01	   9.2467448534987184e+00	   3.3589274666485691e+00	   2.4823236609827464e+00	   5.2279120471294487e+00	   5.3258073011757858e+00	   5.6865956690400692e+00	   5.9658057412575536e+00	   2.9949938024964066e+01	
   5.2737857108845718e+00	   4.8924308247693418e+00	   5.2960984779540121e+00	   5.6089264395859324e+00	   8.2959347855512640e+00	   8.5605085970222881e+00	   3.0749771335349386e+01	   4.0230368803210268e+01	   6.4749415493808897e+01	   6.5666428063800907e+01	   2.3736397317620401e+00	   3.3575257664078011e+00	   2.3386022573699812e+00	   3.0873405085768355e+00	   2.1716013679555832e+01	   2.5527957941742091e+01	   2.1708151456547653e+00	   0.0000000000000000e+00	   1.5708201882261752e+01	   5.2183740922174458e+01	   3.3686895417400193e+00	   3.9643991383711090e+00	   1.1316132858846840e+01	   1.2713909494366190e+01	   3.7071622112320228e+00	   4.2288220567229251e+00	   5.2510145468729430e+00	   3.2623058783007930e+00	   1.2538843949190712e+00	   1.1380454852113815e+00	   4.3744796739763228e+00	   4.6172185564635360e+00	   1.3388940529501638e+00	   2.3322566672276204e+00	   6.5368392243670908e+00	
