,channel,LDARF_Coefficient
0,ACh1,-0.01383814204007065
1,ACh2,0.002603314181211938
2,ACh3,0.003746047764530696
3,ACh4,-0.3376832882822713
4,ACh5,0.12219909591429515
5,ACh6,0.08620510601802998
6,ACh7,-0.11821920718997025
7,ACh8,0.12710701122823256
8,ACh9,-0.03774379089160825
9,ACh10,0.05094991901216096
10,ACh11,0.3486570461654195
11,ACh12,-0.5234703276977793
12,ACh13,-0.10558950401081145
13,ACh14,-0.10666841499122909
14,ACh15,0.007411339102750102
15,ACh16,-0.1509070850474958
16,ACh17,0.008335730228750267
17,ACh18,3.033123438261251e-15
18,ACh19,0.28066768815195436
19,ACh20,-0.009461390485496227
20,ACh21,-0.3323019675747345
21,ACh22,-0.023081351862344855
22,ACh23,-0.07381714430322585
23,ACh24,0.02523185366322886
24,ACh25,-0.05983288949297838
25,ACh26,-0.21763102368896703
26,ACh27,-0.18253756049714398
27,ACh28,0.11127890175390098
28,ACh29,-0.26442286891730915
29,ACh30,0.33370084408209755
30,ACh31,0.04085193366894619
31,ACh32,-0.3063932098919074
