,channel,LDARF_Coefficient
0,BCh1,-0.18733529202854382
1,BCh2,-0.3275366776753846
2,BCh3,-0.480234967335462
3,BCh4,-0.5414353470860072
4,BCh5,0.32515468607292886
5,BCh6,-0.5140766738575189
6,BCh7,0.3188514268032685
7,BCh8,-0.015914276682687623
8,BCh9,0.11520905970909834
9,BCh10,-0.23182464807881403
10,BCh11,0.5955867219721582
11,BCh12,-0.3093556329840712
12,BCh13,0.2953537544558602
13,BCh14,0.14456104743572698
14,BCh15,0.15391724455842937
15,BCh16,-0.5307939159681107
16,BCh17,0.12845500367378304
17,BCh18,-0.0
18,BCh19,-0.20595583876013124
19,BCh20,-0.10239961535020844
20,BCh21,-0.7768303798688028
21,BCh22,-0.09319646647668609
22,BCh23,0.36928363925729335
23,BCh24,0.10147668636695555
24,BCh25,1.0793244050474151
25,BCh26,-0.2559506034321549
26,BCh27,-0.05926406488397143
27,BCh28,0.10535627930482624
28,BCh29,0.6494564407957246
29,BCh30,-0.04989697913852768
30,BCh31,0.05247841580968435
31,BCh32,-0.11577562881145674
