,channel,LDARF_Coefficient
0,TCh1,0.08989350377020813
1,TCh2,0.2700005855855967
2,TCh3,0.021160691140558255
3,TCh4,0.057244339604559394
4,TCh5,0.1828884494733582
5,TCh6,-0.08031462698596856
6,TCh7,-0.08940075415733231
7,TCh8,0.12246611966620613
8,TCh9,0.015739103503948575
9,TCh10,0.19908582146597914
10,TCh11,0.04413364502673124
11,TCh12,-0.23317882389511563
12,TCh13,0.03287360600507997
13,TCh14,0.21309409148817976
14,TCh15,-0.22569016762068195
15,TCh16,-0.18185308193359134
16,TCh17,0.42306242086634066
17,TCh18,-0.0
18,TCh19,-0.213149478461151
19,TCh20,0.07432676809496608
20,TCh21,-0.10205178794301961
21,TCh22,0.11501855498223201
22,TCh23,-0.284499025793128
23,TCh24,-0.37420531755474695
24,TCh25,-0.2390727252030445
25,TCh26,-0.1380612056484301
26,TCh27,0.29029001174576874
27,TCh28,0.2479137930626777
28,TCh29,0.15407074020263475
29,TCh30,0.04230281590883479
30,TCh31,-0.19534646405955602
31,TCh32,0.0839297688273265
