,channel,LDARF_Coefficient
0,ACh1,0.1772426740278658
1,ACh2,0.17493447686480185
2,ACh3,0.0897929817664152
3,ACh4,-0.23191658063615916
4,ACh5,0.3019293447474365
5,ACh6,-0.09012472745673689
6,ACh7,-0.029793112455354286
7,ACh8,0.06149491140394865
8,ACh9,-0.03254559835611952
9,ACh10,0.03723237877713034
10,ACh11,0.32746920790642176
11,ACh12,-0.45945765793945015
12,ACh13,0.023722060787888334
13,ACh14,-0.22243266747530932
14,ACh15,0.04108085787366238
15,ACh16,-0.178531446658599
16,ACh17,-0.07174476488683176
17,ACh18,6.275859075306898e-16
18,ACh19,0.22935607496236793
19,ACh20,0.044160226787586784
20,ACh21,-0.5467229501392568
21,ACh22,0.06054726557495653
22,ACh23,0.0014886623268469488
23,ACh24,-0.07868896239473452
24,ACh25,0.3253487993837454
25,ACh26,-0.29330374425083416
26,ACh27,-0.07185140893789138
27,ACh28,0.0027615095120858933
28,ACh29,-0.059214447785055746
29,ACh30,0.26379480942642963
30,ACh31,0.007229228083377663
31,ACh32,-0.16134613852279867
