,channel,LDARF_Coefficient
0,BCh1,-0.07581607690157696
1,BCh2,-0.6110393554947552
2,BCh3,-1.0928859244826301
3,BCh4,0.21729698169835326
4,BCh5,0.3090044612320021
5,BCh6,-1.1694446862463537
6,BCh7,0.14913511280510475
7,BCh8,-0.013551296790786291
8,BCh9,0.455397629101218
9,BCh10,-0.44188037980783007
10,BCh11,0.5212551953519743
11,BCh12,-0.16740608741257929
12,BCh13,0.4847057693840805
13,BCh14,-0.46911742967568126
14,BCh15,0.6578699862746696
15,BCh16,-0.34963454686091416
16,BCh17,-0.09640361214771846
17,BCh18,0.0
18,BCh19,-0.32168250770520507
19,BCh20,0.042613268766705875
20,BCh21,-0.17002785356337097
21,BCh22,0.0415821980408029
22,BCh23,0.6300825547775527
23,BCh24,0.30022743147393743
24,BCh25,1.4004376266225045
25,BCh26,-0.17190155462705115
26,BCh27,-0.5710248165913311
27,BCh28,-0.14473040756793482
28,BCh29,1.0108785922984826
29,BCh30,-0.35753658900222807
30,BCh31,0.16743846714883875
31,BCh32,-0.11936894922812587
