,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35
0,16.962353401065684,25.146359482285742,18.190077733450334,13.834905506215675,15.279035004624859,16.14683648121274,32.34454359823081,36.11292194830448,35.61143708391793,24.128070416447393,6.793608889946415,5.321238445870326,4.540334675921579,3.2007053209690053,12.506788725699186,10.776404079382532,4.56770482920247,8.324075130438936e-28,6.226796439644752,25.51519498317914,12.934230076038912,7.7973858680561285,12.926606994728791,11.977418549514395,14.506657918718235,19.241155398264283,16.860963121803053,6.245915868562373,2.8113313408375276,1.9921362163164928,3.301957652126433,2.3416001102682418,20.8722635294084,17.76821720075987,11.746567148153277
1,31.14913950811769,32.71889460292878,26.51323878982299,25.159920987914234,22.275107685679018,19.727582626166765,19.963051801059954,23.03592105568634,20.654123296529356,18.95273018669463,11.352247953860747,12.34620327062409,5.533881965043734,6.881103266059279,11.043731813563241,11.99533141398546,10.107601747724804,3.275122302891918e-29,7.010716345261034,18.522829014741742,16.98796930361995,15.434808800879274,13.172340686056344,14.454404983909841,20.805672600202342,20.45361535696743,30.988391517617043,18.621605621910557,4.78498510192769,3.988300576832228,4.184827337486043,4.268120727486791,3.8981683684846815,8.513544826009579,1.7222677803013613
2,12.942109730509964,8.740410501131953,14.055958818761367,7.479668707595348,7.842758767340916,6.993416679661027,7.360514527521765,7.373666576979913,8.088895526095182,8.118230569508631,9.988846587689027,3.156291763358431,1.880952696080054,1.9578548345738935,4.0742049161682425,4.229928284695429,2.1014160802268056,1.8480487743645523e-29,2.765080430647265,7.516279800890298,5.560833273220561,4.692636590007048,4.977882743026153,5.005889981142842,8.500096153770984,6.807033335057208,9.777959514189735,5.560313787286798,1.1789832097055244,1.343223577310334,1.3662700115390853,1.4926444709437547,6.116382214121324,7.293016324884697,4.589682891567837
3,105.33185948878057,108.35441649592605,31.267823321251385,40.906011712668764,16.17373214818277,25.63721106639458,18.96818974931145,26.98791213843708,28.351764450971217,30.829159171173618,16.454100357314797,20.467540182111787,4.414481628389035,7.548615135944356,9.857689382152483,14.377020824233336,11.75535385403799,7.830416253553977e-29,8.232903178733446,27.722679156784597,14.338193986980164,22.52685157004471,11.072841687956378,17.567003374657336,42.822958796694664,41.28468402240299,69.70611743858487,29.869769988873927,6.0826505367633334,5.718225495925166,3.330080331628992,4.246749033870344,84.28973944629301,43.494340912125494,4.158292304537253
4,205.85332695728687,299.9445288683425,34.497995020142596,35.3937184837132,15.166360306498579,14.738501319268043,19.73965159207522,24.62049463267585,22.43257293014616,22.043890489954222,15.020160253202345,17.975520502061713,4.4102605703739135,3.3178749653578365,9.703057808666959,11.081351642790928,15.152615843658133,7.995373231625185e-29,6.369134962646796,20.742584098049495,12.846898618570581,11.873489700670543,9.9999880249592,10.07446550131002,54.83958728299046,64.17696973019207,202.4800658689173,49.12965151960435,4.375558123470747,4.006558327300391,2.7214254910441165,2.499750558037229,99.37574063107427,250.2851721445783,3.022499636939847
5,11.739582695662545,14.286478048425204,10.029988921678344,10.334744314720592,10.432202859072115,8.059712233271368,11.791703140083145,12.965757580955106,14.152412124751486,11.837349502502342,3.931259424078033,3.5391190674618884,3.2451573722598592,2.1643241974605236,6.260981944456922,5.4926699623724575,2.9491960765229632,3.553251268901996e-29,3.764676638395439,12.35349749457568,7.25826828002134,4.816474225009996,6.909187998406091,5.9399276865585025,5.984825591746601,6.030642909947382,11.68828592856332,3.718780384206199,2.231146888827551,1.4603140588358001,2.304663105730549,1.587783601577865,6.844519290389011,6.370524902084617,0.8717537427411041
6,20.73695068705277,13.8139812169475,17.62006500146047,13.415459664320917,15.34690027081376,12.446622748809563,18.176444654590572,14.452936039987089,19.98764621126667,18.714462494034414,5.48858466413316,5.158361896838772,4.704743851584002,4.675259043581375,9.610183362945747,7.988881444582579,5.761516279138917,2.164194020753789e-29,7.5923216242026195,17.804458286025046,10.601020322928077,7.31811172327439,11.419193909596714,9.165377438201453,9.657885147591251,9.75555155783713,15.86269401278732,6.797657753620682,3.1878486865668147,2.764413130663449,3.512247349597639,2.696278368576873,50.8196905242266,39.40342275496241,15.731879812122951
7,95.51245613042778,71.5830602930989,20.192255106254603,12.24658412684788,16.805921930942045,13.86741317461053,28.02594089082959,31.149131690194352,30.264263417925438,27.91836748697966,24.071981050676566,13.398992567635961,4.66941751033578,3.7817102537367435,15.423025649524883,16.204619091209114,74.85874534259582,1.0406184604871971e-28,11.75539287981785,27.696380536632525,10.1408448716624,5.583163246359719,14.430917902545154,14.382125108539558,71.17583884231595,30.526255237632412,110.22218619401633,124.83597426297976,16.689729439856524,6.51656672705982,5.734971275879362,6.703772133947924,58.84743025578091,30.106856125599588,35.59854610740984
8,17.622747482555674,18.572717077524583,17.372901534417466,12.938042632808095,14.519593401001488,9.937752836665462,19.330585328787837,19.64004987057632,18.981069967856918,18.14003673709525,6.410068211485081,5.962019425898875,4.274826557866169,2.5971407450020436,8.191876126816698,6.627776250835133,5.283826511696138,4.811691508272843e-29,4.613428212521636,18.789245421219167,9.605206148773313,7.128658690254748,9.826264269471052,7.259538184878233,10.062957059622802,9.41401911802554,15.63323407083775,8.109814966428724,2.4469790556884825,2.0332088681094134,2.810194410642939,1.9034656697135037,7.153549652554108,6.046523005472257,35.04869694270601
9,23.600102503822377,28.650879516259817,7.277719410746774,7.171211492088438,5.765684137512286,4.117598330889831,6.384085601778416,5.652173856264461,7.415252669970529,6.862298129010528,3.26069595003959,8.779166947140505,1.7658125012343453,1.67919010359232,4.055246826349768,3.1189541146570736,3.619552658627971,1.1430143197884483e-28,2.773055523533882,6.970315208336203,3.9540325808846712,3.010155815403169,4.850629604360915,3.04622792590032,8.588024628127465,9.120888274788921,23.563987985790995,8.50173473280105,1.2440220343284718,1.256026136634955,1.5637641946000072,1.1312027930309192,16.48156721202917,14.335407763678852,4.992024619761178
